WARD,Neighbourhood Number,Neighbourhood Name,Canadian Citizen,Permanent Resident,Refugee,Other,No Response,Month,Quarter,Year
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,12,4,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,1,1,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,2,1,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,3,1,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,4,2,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,5,2,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,6,2,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,7,3,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,8,3,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,9,3,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,10,4,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,11,4,2016
WARD 12,6444,LAUREL,2249,874,1,98,3829,12,4,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 11,6090,CORONET ADDITION INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,1,1,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,2,1,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,3,1,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,4,2,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,5,2,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,6,2,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,7,3,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,8,3,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,9,3,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,10,4,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,11,4,2016
WARD 9,5642,SOUTH TERWILLEGAR,5064,511,14,126,2862,12,4,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4510,STONE INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,1,1,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,2,1,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,3,1,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,4,2,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,5,2,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,6,2,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,7,3,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,8,3,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,9,3,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,10,4,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,11,4,2016
WARD 12,6216,THE ORCHARDS AT ELLERSLIE,755,95,0,11,1202,12,4,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,1,1,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,2,1,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,3,1,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,4,2,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,5,2,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,6,2,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,7,3,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,8,3,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,9,3,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,10,4,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,11,4,2016
WARD 1,4230,JASPER PARK,1002,84,1,18,650,12,4,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,1,1,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,2,1,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,3,1,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,4,2,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,5,2,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,6,2,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,7,3,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,8,3,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,9,3,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,10,4,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,11,4,2016
WARD 2,1230,SPRUCE AVENUE,607,47,0,17,1211,12,4,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,1,1,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,2,1,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,3,1,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,4,2,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,5,2,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,6,2,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,7,3,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,8,3,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,9,3,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,10,4,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,11,4,2016
WARD 7,1120,EDMONTON NORTHLANDS,0,0,0,0,0,12,4,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,1,1,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,2,1,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,3,1,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,4,2,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,5,2,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,6,2,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,7,3,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,8,3,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,9,3,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,10,4,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,11,4,2016
WARD 2,3090,CARLISLE,2550,190,2,15,995,12,4,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,1,1,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,2,1,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,3,1,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,4,2,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,5,2,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,6,2,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,7,3,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,8,3,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,9,3,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,10,4,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,11,4,2016
WARD 6,1140,MCCAULEY,2121,240,8,46,2384,12,4,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,1,1,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,2,1,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,3,1,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,4,2,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,5,2,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,6,2,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,7,3,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,8,3,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,9,3,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,10,4,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,11,4,2016
WARD 2,3480,HUDSON,1475,155,0,17,738,12,4,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,1,1,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,2,1,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,3,1,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,4,2,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,5,2,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,6,2,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,7,3,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,8,3,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,9,3,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,10,4,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,11,4,2016
WARD 6,3210,GROVENOR,1426,50,0,12,672,12,4,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,1,1,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,2,1,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,3,1,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,4,2,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,5,2,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,6,2,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,7,3,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,8,3,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,9,3,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,10,4,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,11,4,2016
WARD 10,5030,BEARSPAW,1679,65,0,8,351,12,4,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,1,1,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,2,1,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,3,1,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,4,2,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,5,2,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,6,2,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,7,3,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,8,3,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,9,3,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,10,4,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,11,4,2016
WARD 10,5400,RIVER VALLEY WHITEMUD,0,0,0,0,0,12,4,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,1,1,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,2,1,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,3,1,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,4,2,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,5,2,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,6,2,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,7,3,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,8,3,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,9,3,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,10,4,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,11,4,2016
WARD 1,4700,BRECKENRIDGE GREENS,1542,86,0,19,243,12,4,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,1,1,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,2,1,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,3,1,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,4,2,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,5,2,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,6,2,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,7,3,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,8,3,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,9,3,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,10,4,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,11,4,2016
WARD 9,5469,PAISLEY,227,45,0,7,205,12,4,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4350,NORWESTER INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,1,1,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,2,1,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,3,1,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,4,2,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,5,2,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,6,2,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,7,3,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,8,3,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,9,3,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,10,4,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,11,4,2016
WARD 5,4360,OLESKIW,1677,26,1,9,1089,12,4,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,1,1,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,2,1,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,3,1,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,4,2,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,5,2,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,6,2,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,7,3,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,8,3,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,9,3,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,10,4,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,11,4,2016
WARD 5,3382,RIVER VALLEY LAURIER,0,0,0,0,0,12,4,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,1,1,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,2,1,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,3,1,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,4,2,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,5,2,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,6,2,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,7,3,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,8,3,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,9,3,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,10,4,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,11,4,2016
WARD 1,4310,MEADOWLARK PARK,2071,133,0,11,487,12,4,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,1,1,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,2,1,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,3,1,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,4,2,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,5,2,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,6,2,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,7,3,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,8,3,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,9,3,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,10,4,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,11,4,2016
WARD 3,2463,CRYSTALLINA NERA WEST,218,13,0,0,678,12,4,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,1,1,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,2,1,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,3,1,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,4,2,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,5,2,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,6,2,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,7,3,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,8,3,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,9,3,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,10,4,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,11,4,2016
WARD 4,2710,SIFTON PARK,798,145,2,16,1103,12,4,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,1,1,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,2,1,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,3,1,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,4,2,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,5,2,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,6,2,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,7,3,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,8,3,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,9,3,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,10,4,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,11,4,2016
WARD 9,5465,HAYS RIDGE AREA,113,1,0,1,45,12,4,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 11,6540,MORRIS INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,1,1,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,2,1,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,3,1,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,4,2,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,5,2,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,6,2,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,7,3,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,8,3,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,9,3,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,10,4,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,11,4,2016
WARD 10,5110,CALGARY TRAIL NORTH,0,0,0,0,0,12,4,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,1,1,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,2,1,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,3,1,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,4,2,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,5,2,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,6,2,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,7,3,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,8,3,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,9,3,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,10,4,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,11,4,2016
WARD 8,5480,STRATHCONA,5659,404,9,330,2571,12,4,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,1,1,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,2,1,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,3,1,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,4,2,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,5,2,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,6,2,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,7,3,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,8,3,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,9,3,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,10,4,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,11,4,2016
WARD 4,2390,KERNOHAN,2429,80,0,14,469,12,4,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,1,1,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,2,1,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,3,1,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,4,2,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,5,2,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,6,2,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,7,3,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,8,3,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,9,3,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,10,4,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,11,4,2016
WARD 8,5040,BELGRAVIA,1722,78,0,66,468,12,4,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,1,1,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,2,1,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,3,1,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,4,2,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,5,2,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,6,2,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,7,3,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,8,3,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,9,3,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,10,4,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,11,4,2016
WARD 2,3340,PEMBINA,93,15,0,4,411,12,4,2016
WARD 1,4400,PLACE LARUE,0,0,0,0,0,1,1,2016
